City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Month
Chandigarh,2020-05-24,24.52,88.82,3.16,4.5,10.35,25.25,0.45,10.63,47.61,3.51,0.53,104.0,Moderate,5
Chandigarh,2020-05-25,26.31,79.69,2.96,4.43,9.78,24.84,0.45,14.61,45.71,3.41,0.23,91.0,Satisfactory,5
Chandigarh,2020-05-26,29.31,89.31,3.63,4.14,10.15,26.85,0.38,17.55,62.14,3.67,0.67,97.0,Satisfactory,5
Chandigarh,2020-05-27,19.09,94.4,4.36,5.67,10.72,30.73,0.38,16.16,57.07,3.22,0.48,107.0,Moderate,5
Chandigarh,2020-05-28,19.87,94.14,4.56,7.07,11.44,30.12,0.42,12.95,42.21,3.05,0.36,98.0,Satisfactory,5
Chandigarh,2020-05-29,11.88,44.34,3.83,6.59,10.57,29.9,0.55,11.69,29.66,2.8,1.97,77.0,Satisfactory,5
Chandigarh,2020-05-30,15.25,43.99,3.25,5.34,8.53,30.48,0.48,9.53,28.26,3.21,0.76,48.0,Good,5
Chandigarh,2020-05-31,16.6,31.15,3.11,5.43,8.27,31.62,0.68,9.95,18.6,2.96,0.46,46.0,Good,5
Chandigarh,2020-06-01,18.59,39.63,3.23,5.11,8.69,30.59,0.49,13.92,35.57,2.95,0.49,56.0,Satisfactory,6
Chandigarh,2020-06-02,18.36,49.0,4.36,5.02,8.3,32.86,0.32,11.65,28.53,2.88,0.28,57.0,Satisfactory,6
Chandigarh,2020-06-03,16.71,55.63,2.54,9.17,6.52,24.7,0.2,12.02,27.44,3.48,0.28,67.0,Satisfactory,6
Chandigarh,2020-06-04,14.48,42.99,1.49,10.16,6.46,33.3,0.2,11.58,34.95,3.07,0.19,72.0,Satisfactory,6
Chandigarh,2020-06-05,21.25,41.22,1.76,9.52,6.38,41.79,0.23,10.36,27.91,3.73,0.21,54.0,Satisfactory,6
Chandigarh,2020-06-06,22.07,34.31,2.2,8.37,6.1,41.78,0.29,13.94,27.05,2.92,0.73,50.0,Good,6
Chandigarh,2020-06-07,16.35,27.91,2.94,14.64,9.96,40.41,0.3,11.11,32.2,4.81,0.62,53.0,Satisfactory,6
Chandigarh,2020-06-08,21.12,44.53,3.72,14.96,10.35,42.23,0.3,12.61,33.96,4.83,0.41,61.0,Satisfactory,6
Chandigarh,2020-06-09,29.37,60.45,1.36,11.05,6.89,39.71,0.29,16.51,40.05,3.96,25.74,63.0,Satisfactory,6
Chandigarh,2020-06-10,24.53,69.69,1.92,12.04,7.65,35.08,0.32,10.59,34.92,3.56,3.21,72.0,Satisfactory,6
Chandigarh,2020-06-11,25.59,71.11,2.02,10.68,7.22,28.25,0.3,11.46,44.57,3.75,4.4,78.0,Satisfactory,6
Chandigarh,2020-06-12,33.92,84.64,0.61,8.16,4.75,25.72,0.31,14.37,56.51,3.09,0.35,87.0,Satisfactory,6
Chandigarh,2020-06-13,25.68,74.5,1.35,11.6,7.04,26.65,0.3,8.41,36.37,3.75,0.44,85.0,Satisfactory,6
Chandigarh,2020-06-14,21.72,54.51,3.07,8.43,6.82,24.39,0.3,12.65,37.23,4.57,0.52,71.0,Satisfactory,6
Chandigarh,2020-06-15,21.74,69.81,0.52,6.21,3.66,22.38,0.31,12.87,62.28,2.59,0.37,73.0,Satisfactory,6
Chandigarh,2020-06-16,21.2,55.75,3.68,11.63,8.93,28.18,0.3,13.31,53.87,3.17,0.45,73.0,Satisfactory,6
Chandigarh,2020-06-17,20.84,59.04,2.28,7.87,5.14,27.7,0.31,11.98,53.01,3.13,0.39,72.0,Satisfactory,6
Chandigarh,2020-06-18,28.75,72.21,0.69,8.61,4.82,28.94,0.31,8.31,49.32,3.06,0.39,72.0,Satisfactory,6
Chandigarh,2020-06-19,16.34,50.9,0.88,8.53,5.21,35.9,0.31,7.94,42.03,2.9,0.39,82.0,Satisfactory,6
Chandigarh,2020-06-20,23.97,69.58,1.36,9.83,6.07,49.79,0.3,7.64,32.07,3.87,0.4,58.0,Satisfactory,6
Chandigarh,2020-06-21,26.45,57.26,0.44,9.1,5.08,35.05,0.28,9.62,45.2,3.69,0.31,76.0,Satisfactory,6
Chandigarh,2020-06-22,21.69,44.88,1.02,9.25,5.03,28.91,0.3,14.34,43.95,3.55,0.3,61.0,Satisfactory,6
Chandigarh,2020-06-23,19.17,44.48,1.03,7.69,4.8,26.43,0.29,8.71,36.97,3.46,0.27,53.0,Satisfactory,6
Chandigarh,2020-06-24,16.79,29.54,2.71,8.58,6.59,26.44,0.3,8.3,22.17,2.99,0.28,38.0,Good,6
Chandigarh,2020-06-25,14.15,33.6,1.88,6.87,5.11,25.67,0.3,13.13,24.25,2.96,0.29,37.0,Good,6
Chandigarh,2020-06-26,31.84,64.54,0.92,7.4,4.62,29.16,0.31,10.19,43.26,3.53,0.29,68.0,Satisfactory,6
Chandigarh,2020-06-27,35.55,68.82,0.59,6.79,4.02,46.74,0.3,7.42,43.33,3.09,0.29,79.0,Satisfactory,6
Chandigarh,2020-06-28,39.42,82.24,0.67,7.21,4.31,44.84,0.29,13.08,45.54,3.52,0.39,73.0,Satisfactory,6
Chandigarh,2020-06-29,38.89,88.27,1.25,8.57,5.48,59.2,0.3,15.06,35.94,3.8,0.31,83.0,Satisfactory,6
Chandigarh,2020-06-30,20.28,45.56,1.0,7.36,4.62,47.19,0.3,12.3,35.69,2.45,8.15,71.0,Satisfactory,6
Chandigarh,2020-07-01,32.9,72.38,0.56,9.87,5.92,36.63,0.33,14.91,34.33,3.31,0.33,66.0,Satisfactory,7
Chennai,2019-06-19,41.22,48.55,7.44,19.57,20.43,16.98,0.99,10.2,43.0,0.0,0.47,91.0,Satisfactory,6
Chennai,2019-06-20,36.82,55.76,9.37,21.33,24.79,16.13,1.04,10.03,35.7,0.11,2.82,88.0,Satisfactory,6
Chennai,2019-06-21,36.7,52.11,10.71,22.3,28.92,17.81,1.1,6.91,37.37,0.09,2.24,92.0,Satisfactory,6
Chennai,2019-06-22,39.32,38.33,9.28,17.93,25.54,18.12,0.93,5.9,31.92,0.05,1.22,96.0,Satisfactory,6
Chennai,2019-06-23,33.86,44.81,13.85,18.25,29.76,19.24,1.16,3.82,42.43,0.06,1.26,109.0,Moderate,6
Chennai,2019-06-24,29.8,24.1,9.46,19.87,27.18,16.36,1.08,4.42,47.02,0.15,1.38,101.0,Moderate,6
Chennai,2019-06-25,103.16,29.59,8.2,25.81,33.35,28.12,1.08,4.58,43.43,0.04,3.05,129.0,Moderate,6
Chennai,2019-07-19,30.57,33.87,6.13,18.13,24.23,41.42,0.74,6.77,26.57,0.21,2.38,74.0,Satisfactory,7
Chennai,2019-07-20,35.63,26.86,6.48,18.26,24.65,42.25,0.94,6.38,39.38,0.07,1.12,84.0,Satisfactory,7
Chennai,2019-07-21,28.74,31.54,6.64,16.17,22.76,39.28,0.84,4.55,32.68,0.07,0.43,87.0,Satisfactory,7
Chennai,2019-07-22,27.56,25.38,9.39,19.09,28.46,36.86,0.97,7.59,25.69,0.03,0.21,70.0,Satisfactory,7
Chennai,2019-07-23,31.04,29.47,7.66,18.11,25.77,38.2,0.85,9.25,25.26,0.03,0.88,73.0,Satisfactory,7
Chennai,2019-07-24,29.77,23.36,9.85,18.57,27.52,39.38,0.82,10.6,32.18,1.18,2.08,73.0,Satisfactory,7
Chennai,2019-07-25,45.13,40.85,9.16,17.75,26.87,38.79,0.88,8.65,28.09,0.32,2.14,94.0,Satisfactory,7
Chennai,2019-07-26,23.22,26.66,8.96,18.94,27.57,34.32,0.86,6.76,22.33,2.93,4.17,85.0,Satisfactory,7
Chennai,2019-07-27,25.94,36.78,8.22,20.83,29.0,36.58,0.84,6.32,29.16,4.82,4.92,66.0,Satisfactory,7
Chennai,2019-07-28,32.29,48.3,6.21,16.86,22.76,29.56,0.88,5.85,55.18,1.12,1.26,83.0,Satisfactory,7
Chennai,2019-07-29,28.07,28.12,6.98,15.56,21.99,28.98,0.8,6.45,44.99,0.89,1.07,77.0,Satisfactory,7
Chennai,2019-07-30,36.63,53.67,8.77,23.47,30.69,32.77,0.9,5.63,38.45,0.85,1.55,74.0,Satisfactory,7
Chennai,2019-07-31,33.19,33.25,8.91,20.61,26.92,27.84,0.83,5.57,66.13,0.47,0.72,114.0,Moderate,7
Chennai,2019-08-01,34.12,39.61,8.25,16.49,22.86,27.36,0.83,5.89,62.67,1.03,2.37,105.0,Moderate,8
Chennai,2019-08-02,51.08,32.87,10.65,22.26,30.74,28.86,0.91,5.95,58.91,1.63,4.25,129.0,Moderate,8
Chennai,2019-08-03,51.84,27.2,14.55,30.79,39.85,42.01,0.88,6.2,62.68,0.9,1.72,130.0,Moderate,8
Chennai,2019-08-04,42.23,33.32,24.1,33.02,42.12,87.35,0.78,6.2,67.28,0.27,2.77,126.0,Moderate,8
Chennai,2019-08-05,52.82,14.82,13.07,25.52,31.66,54.48,0.71,5.45,42.93,1.49,3.29,105.0,Moderate,8
Chennai,2019-08-06,26.19,24.39,10.88,23.39,31.99,40.56,0.7,6.21,52.98,1.25,4.53,110.0,Moderate,8
Chennai,2019-08-07,21.07,32.96,5.9,16.89,22.72,37.98,0.62,8.41,40.1,1.06,2.7,65.0,Satisfactory,8
Chennai,2019-08-08,24.99,25.65,7.25,17.69,23.27,39.34,1.05,6.47,44.3,0.31,1.2,84.0,Satisfactory,8
Chennai,2019-08-09,22.61,29.99,7.91,17.47,24.91,42.18,0.65,5.14,37.47,0.37,1.16,70.0,Satisfactory,8
Chennai,2019-08-10,22.66,42.4,6.04,16.78,22.87,33.0,0.64,8.7,48.65,0.09,1.14,74.0,Satisfactory,8
Chennai,2019-08-11,16.68,30.27,5.21,13.39,18.57,15.17,0.57,5.95,56.49,0.1,0.68,76.0,Satisfactory,8
Chennai,2019-08-12,18.65,42.25,5.37,13.7,19.05,14.28,0.61,6.14,56.7,0.0,0.93,112.0,Moderate,8
Chennai,2019-08-13,21.83,67.63,6.15,14.07,20.18,15.41,0.9,7.6,53.95,0.56,2.27,80.0,Satisfactory,8
Chennai,2019-08-14,25.51,47.55,5.67,14.06,19.67,22.67,0.88,8.55,60.52,0.22,1.75,106.0,Moderate,8
Chennai,2019-08-15,19.01,33.79,5.35,16.94,22.16,36.98,0.86,11.34,41.27,0.04,1.53,105.0,Moderate,8
Chennai,2019-08-16,26.43,49.99,5.54,17.24,22.72,41.01,0.89,10.24,37.5,0.91,2.11,110.0,Moderate,8
Chennai,2019-08-17,13.03,27.27,13.91,15.33,22.26,29.75,0.57,8.6,31.21,3.25,5.53,82.0,Satisfactory,8
Chennai,2019-08-18,13.2,25.96,7.36,12.65,19.71,28.04,0.55,5.96,37.43,2.48,3.66,69.0,Satisfactory,8
Chennai,2019-08-19,22.64,39.46,5.77,18.01,23.76,42.66,0.94,7.14,31.17,2.12,3.9,58.0,Satisfactory,8
Chennai,2019-08-21,29.21,38.5,9.5,18.82,27.29,54.1,1.0,14.46,24.79,1.1,3.93,77.0,Satisfactory,8
Chennai,2019-08-22,31.43,25.58,8.15,16.93,24.7,44.27,0.71,7.08,26.59,4.0,5.62,82.0,Satisfactory,8
Chennai,2019-08-23,25.89,80.57,7.35,14.8,22.11,15.38,0.64,4.37,18.42,1.49,1.49,52.0,Satisfactory,8
Chennai,2019-08-24,17.58,23.46,7.96,13.98,18.63,16.49,0.58,6.04,31.27,0.05,0.11,48.0,Good,8
Chennai,2019-08-25,22.35,39.35,6.8,13.79,20.1,26.11,0.61,5.02,21.93,0.05,0.04,47.0,Good,8
Chennai,2019-08-26,17.46,33.33,5.63,17.31,22.87,21.26,0.62,6.22,35.29,0.05,0.16,57.0,Satisfactory,8
Chennai,2019-08-27,18.64,25.63,6.12,19.81,25.87,20.03,0.59,5.48,38.69,0.3,0.45,48.0,Good,8
Chennai,2019-08-28,20.57,37.57,6.72,15.76,22.45,16.78,0.62,5.43,51.83,0.11,0.68,104.0,Moderate,8
Chennai,2019-08-29,25.15,29.91,7.9,15.8,22.67,19.36,0.67,5.5,34.57,0.3,1.51,51.0,Satisfactory,8
Chennai,2019-08-30,22.87,39.16,7.53,14.85,22.38,20.91,0.73,6.61,59.16,1.56,0.86,101.0,Moderate,8
Chennai,2019-08-31,27.11,55.11,6.19,14.73,20.93,19.77,0.75,6.39,39.33,0.69,1.96,121.0,Moderate,8
Chennai,2019-09-01,26.91,45.12,7.56,14.12,21.68,19.94,0.78,5.87,40.6,1.1,3.94,122.0,Moderate,9
Chennai,2019-09-02,30.64,46.36,4.93,15.41,20.31,38.11,1.05,5.99,55.87,2.73,2.1,108.0,Moderate,9
Chennai,2019-09-03,29.69,26.98,8.46,17.05,24.62,40.45,1.0,6.07,49.45,0.94,4.15,100.0,Satisfactory,9
Chennai,2019-09-04,35.06,35.58,9.12,18.79,26.79,41.25,0.93,6.84,50.73,2.83,4.26,146.0,Moderate,9
Chennai,2019-09-05,22.29,22.95,10.23,18.59,27.05,43.2,0.82,7.16,42.75,0.34,2.64,70.0,Satisfactory,9
Chennai,2019-09-06,25.84,39.75,7.44,22.76,30.02,41.7,0.81,6.69,41.25,1.02,2.33,75.0,Satisfactory,9
Chennai,2019-09-07,26.37,61.74,6.35,13.94,14.76,16.37,0.78,6.17,44.92,0.86,2.4,105.0,Moderate,9
Chennai,2019-09-09,37.51,72.52,5.03,13.31,18.24,39.76,0.85,6.02,36.98,1.0,2.56,76.0,Satisfactory,9
Chennai,2019-09-10,37.85,55.29,3.93,12.45,16.37,24.9,0.75,6.38,68.76,0.17,1.12,111.0,Moderate,9
Chennai,2019-09-11,39.26,51.62,4.34,12.23,16.55,26.19,0.86,6.34,61.37,0.23,2.42,150.0,Moderate,9
Chennai,2019-09-12,23.59,73.02,4.03,11.72,15.73,22.87,0.83,6.39,55.72,0.29,1.8,103.0,Moderate,9
Chennai,2019-09-13,27.36,46.3,3.76,11.32,15.07,23.38,0.71,6.64,59.95,0.07,1.38,78.0,Satisfactory,9
Chennai,2019-09-14,23.45,43.81,4.37,11.69,12.18,13.97,0.46,6.07,56.94,0.05,1.42,81.0,Satisfactory,9
Chennai,2019-09-15,20.82,38.66,4.21,10.29,14.34,15.1,0.64,6.12,58.37,0.0,0.77,89.0,Satisfactory,9
Chennai,2019-09-16,28.74,40.41,4.05,10.53,14.56,24.17,0.88,6.69,53.64,0.15,1.96,100.0,Satisfactory,9
Chennai,2019-09-17,22.59,32.44,4.24,11.14,15.35,24.31,0.92,6.3,54.32,0.54,2.57,96.0,Satisfactory,9
Chennai,2019-09-18,26.98,45.52,4.53,12.0,16.53,24.25,0.99,6.94,57.81,0.0,3.03,105.0,Moderate,9
Chennai,2019-09-19,23.18,26.53,5.48,12.44,17.86,26.02,1.15,7.09,49.51,0.14,4.65,95.0,Satisfactory,9
Chennai,2019-09-20,38.04,56.21,5.32,11.43,16.7,23.7,1.15,6.7,57.05,10.66,28.03,120.0,Moderate,9
Chennai,2019-09-21,33.44,71.07,7.34,13.74,13.94,12.39,0.83,5.97,53.35,0.02,3.62,106.0,Moderate,9
Chennai,2019-09-22,43.67,101.54,12.1,16.38,24.14,11.83,1.12,6.58,59.37,0.4,8.64,126.0,Moderate,9
Chennai,2019-09-23,61.94,86.53,5.94,12.87,16.28,24.8,0.76,6.28,58.54,0.29,5.0,135.0,Moderate,9
Chennai,2019-09-24,35.03,61.6,4.45,11.77,13.95,24.95,0.9,6.61,45.56,0.02,2.05,114.0,Moderate,9
Chennai,2019-09-25,16.9,37.12,5.34,10.73,14.27,24.36,0.86,6.19,28.38,0.0,0.39,93.0,Satisfactory,9
Chennai,2019-09-26,14.27,30.32,4.7,10.79,13.38,24.95,0.93,6.36,48.1,0.05,1.9,99.0,Satisfactory,9
Chennai,2019-09-27,17.76,45.69,4.84,10.05,12.39,25.31,0.89,7.13,44.14,0.02,0.96,103.0,Moderate,9
Chennai,2019-09-28,20.99,53.49,6.51,10.69,10.41,16.27,0.68,6.76,37.83,0.0,1.11,105.0,Moderate,9
Chennai,2019-09-29,25.87,39.41,6.15,9.1,11.47,13.55,0.88,6.47,39.05,0.0,0.99,116.0,Moderate,9
Chennai,2019-09-30,23.02,39.11,6.55,11.32,14.08,17.26,0.78,6.03,41.73,0.0,0.56,106.0,Moderate,9
Chennai,2019-10-01,41.82,87.5,5.71,13.2,15.67,19.85,0.84,5.99,64.23,0.0,1.05,109.0,Moderate,10
Chennai,2019-10-02,32.4,46.68,4.54,14.87,18.43,32.73,0.8,6.54,67.72,0.0,0.44,122.0,Moderate,10
Chennai,2019-10-03,31.1,25.97,5.67,13.87,16.99,30.25,0.83,6.78,57.6,0.0,0.63,110.0,Moderate,10
Chennai,2019-10-04,23.49,52.0,5.71,12.89,18.07,29.99,0.81,5.46,57.91,0.02,1.3,72.0,Satisfactory,10
Chennai,2019-10-05,47.4,40.58,4.85,15.4,13.45,13.78,0.63,5.71,58.15,0.0,0.45,78.0,Satisfactory,10
Chennai,2019-10-06,19.32,91.05,5.4,13.42,14.99,11.59,0.77,5.38,55.94,0.0,0.1,145.0,Moderate,10
Chennai,2019-10-07,58.64,66.67,16.41,24.13,30.18,71.41,0.75,5.58,63.42,0.0,0.08,108.0,Moderate,10
Chennai,2019-10-08,36.56,94.02,13.22,19.29,24.68,71.93,0.81,6.55,63.92,0.0,0.0,141.0,Moderate,10
Chennai,2019-10-09,24.5,79.42,8.28,21.5,22.13,70.21,0.87,5.6,52.84,0.32,0.9,114.0,Moderate,10
Chennai,2019-10-10,21.13,67.66,8.86,20.03,20.52,49.41,0.8,5.86,46.63,0.02,0.73,92.0,Satisfactory,10
Chennai,2019-10-11,21.2,55.08,10.48,12.98,17.44,26.58,0.76,5.86,47.37,0.0,0.56,87.0,Satisfactory,10
Chennai,2019-10-12,16.34,72.77,7.62,13.05,12.75,14.35,0.56,6.25,48.3,0.03,0.74,92.0,Satisfactory,10
Chennai,2019-10-13,14.93,34.46,6.92,12.82,16.24,10.29,0.67,6.08,52.17,0.0,0.66,89.0,Satisfactory,10
Chennai,2019-10-14,21.14,60.99,8.67,10.65,14.66,23.59,0.61,5.94,48.79,0.0,0.5,86.0,Satisfactory,10
Chennai,2019-10-15,20.33,42.85,10.05,14.28,18.72,26.6,0.68,5.98,42.02,0.01,0.48,75.0,Satisfactory,10
Chennai,2019-10-16,17.58,27.06,8.48,13.95,18.0,26.58,0.68,6.39,31.95,0.02,0.19,64.0,Satisfactory,10
Chennai,2019-10-17,30.95,31.76,10.97,14.72,19.65,32.82,0.81,6.92,29.34,0.04,0.08,61.0,Satisfactory,10
Chennai,2019-10-18,32.0,36.8,9.54,13.39,17.33,30.94,0.77,5.46,30.63,0.05,0.86,80.0,Satisfactory,10
Chennai,2019-10-19,31.76,36.51,9.22,16.52,15.93,26.93,0.6,5.72,29.19,0.16,0.29,75.0,Satisfactory,10
Chennai,2019-10-20,35.03,50.72,9.87,15.91,20.76,29.68,0.87,5.7,32.64,0.02,0.09,73.0,Satisfactory,10
Chennai,2019-10-21,26.55,26.19,8.77,14.07,19.12,26.59,0.85,6.7,27.49,0.02,0.52,71.0,Satisfactory,10
Chennai,2019-10-22,28.47,28.65,10.28,15.97,22.34,23.88,0.85,5.56,28.67,0.0,0.22,69.0,Satisfactory,10
Chennai,2019-10-23,40.0,47.83,10.76,13.91,21.85,25.99,0.9,5.86,36.29,0.04,0.04,81.0,Satisfactory,10
Chennai,2019-10-24,35.34,61.61,10.86,22.06,30.74,37.63,0.92,8.83,33.34,0.02,0.91,67.0,Satisfactory,10
Chennai,2019-10-25,46.48,75.12,15.09,29.32,42.27,70.13,0.95,8.14,32.03,0.0,0.13,86.0,Satisfactory,10
Chennai,2019-10-26,95.49,111.38,15.05,17.79,22.53,22.28,0.73,9.38,30.06,0.0,0.82,121.0,Moderate,10
Chennai,2019-10-27,153.73,196.29,16.89,18.36,34.75,16.17,1.34,13.94,32.75,0.23,3.84,306.0,Very Poor,10
Chennai,2019-10-28,54.13,72.84,11.23,26.17,36.78,92.78,1.42,12.81,27.69,0.64,1.8,208.0,Poor,10
Chennai,2019-10-29,31.22,46.07,24.12,33.68,56.01,86.42,0.8,8.58,33.76,0.0,0.65,83.0,Satisfactory,10
Chennai,2019-10-30,34.65,32.13,12.43,28.92,40.96,78.26,0.78,7.21,28.51,0.0,2.9,84.0,Satisfactory,10
Chennai,2019-10-31,87.99,56.38,16.69,27.43,42.24,71.49,0.99,6.61,30.92,0.1,5.87,141.0,Moderate,10
Chennai,2019-11-01,40.78,56.24,33.32,22.47,48.82,88.85,1.04,7.58,29.3,0.0,3.64,133.0,Moderate,11
Chennai,2019-11-02,34.45,70.97,14.04,15.48,22.08,21.3,0.71,6.82,30.83,0.0,2.74,76.0,Satisfactory,11
Chennai,2019-11-04,115.35,241.6,8.53,19.41,26.57,44.24,0.98,8.77,44.21,0.0,1.45,222.0,Poor,11
Chennai,2019-11-05,98.83,181.03,9.5,19.12,27.57,50.12,1.08,8.17,46.2,0.02,3.13,261.0,Poor,11
Chennai,2019-11-06,105.94,183.42,8.85,18.98,26.64,47.78,1.09,7.9,45.94,0.0,3.11,229.0,Poor,11
Chennai,2019-11-07,121.43,201.76,10.6,18.15,27.37,48.42,1.04,7.08,47.64,0.0,2.62,273.0,Poor,11
Chennai,2019-11-08,142.9,196.37,9.56,17.94,26.41,44.44,0.96,7.75,55.69,0.0,3.05,294.0,Poor,11
Chennai,2019-11-09,96.8,172.27,10.06,13.83,22.12,19.52,0.86,5.4,53.69,0.0,2.56,253.0,Poor,11
Chennai,2019-11-10,93.13,198.2,11.81,13.01,24.79,17.81,0.98,5.46,53.81,0.0,2.57,230.0,Poor,11
Chennai,2019-11-11,61.45,104.29,10.51,14.86,23.68,28.7,0.82,8.85,43.01,0.41,3.77,192.0,Moderate,11
Chennai,2019-11-12,31.32,71.74,9.95,15.61,25.55,43.56,0.54,8.42,31.9,2.01,7.07,77.0,Satisfactory,11
Chennai,2019-11-13,37.23,109.85,8.54,13.89,20.04,68.8,0.52,7.38,41.66,0.25,3.21,76.0,Satisfactory,11
Chennai,2019-11-14,19.18,66.95,7.31,11.17,13.12,57.31,0.47,6.06,43.38,0.04,0.89,92.0,Satisfactory,11
Chennai,2019-11-15,21.99,52.7,9.57,15.3,18.49,48.59,0.52,7.39,38.96,0.04,3.31,84.0,Satisfactory,11
Chennai,2019-11-16,44.91,80.85,9.8,14.58,20.74,47.94,0.54,5.87,38.12,0.02,1.68,57.0,Satisfactory,11
Chennai,2019-11-17,56.9,154.66,5.21,14.19,16.07,22.5,0.53,6.7,51.76,0.0,1.45,122.0,Moderate,11
Chennai,2019-11-18,26.91,125.72,6.88,11.86,15.25,36.89,0.46,4.97,29.15,0.0,1.55,90.0,Satisfactory,11
Chennai,2019-11-19,28.52,37.66,9.62,11.17,20.75,46.14,0.55,4.67,28.85,0.1,4.26,63.0,Satisfactory,11
Chennai,2019-11-20,20.95,34.1,6.89,10.0,16.8,61.47,0.46,5.58,22.78,0.05,1.14,47.0,Good,11
Chennai,2019-11-21,33.55,70.14,6.71,10.78,17.41,78.83,0.47,8.18,27.28,0.0,1.11,56.0,Satisfactory,11
Chennai,2019-11-22,31.16,50.45,5.94,10.19,16.06,61.69,0.46,7.89,27.26,0.02,1.01,60.0,Satisfactory,11
Chennai,2019-11-23,46.05,59.79,5.71,15.6,21.16,49.2,0.47,8.55,23.1,0.0,1.71,64.0,Satisfactory,11
Chennai,2019-11-24,59.64,65.54,6.8,12.43,18.43,51.02,0.49,7.4,33.32,0.02,0.12,110.0,Moderate,11
Chennai,2019-11-25,44.81,63.09,5.93,12.6,17.11,39.16,0.47,5.42,31.05,0.05,0.25,86.0,Satisfactory,11
Chennai,2019-11-26,53.33,84.65,7.52,21.97,26.56,48.86,0.52,8.19,33.72,0.0,0.48,77.0,Satisfactory,11
Chennai,2019-11-27,37.8,80.2,7.46,12.54,15.73,43.12,0.53,10.19,39.18,0.0,0.29,80.0,Satisfactory,11
Chennai,2019-11-28,30.56,62.56,5.67,20.28,22.02,40.31,0.52,7.09,32.91,0.02,0.34,63.0,Satisfactory,11
Chennai,2019-11-29,21.08,54.48,10.53,10.09,18.19,83.27,0.45,9.47,27.3,0.02,0.13,53.0,Satisfactory,11
Chennai,2019-11-30,18.45,62.97,6.3,12.09,18.24,74.49,0.38,6.84,31.58,0.05,0.16,48.0,Good,11
Chennai,2019-12-01,17.79,52.26,6.9,12.66,19.5,53.9,0.47,6.93,33.27,0.15,0.05,60.0,Satisfactory,12
Chennai,2019-12-02,21.17,41.24,8.03,11.51,19.5,82.54,0.44,8.1,23.57,0.04,0.0,49.0,Good,12
Chennai,2019-12-03,36.17,82.52,6.03,12.03,18.0,195.53,0.54,5.45,26.08,0.07,0.08,56.0,Satisfactory,12
Chennai,2019-12-04,37.56,87.09,3.91,11.2,15.0,157.47,0.52,7.67,34.43,0.03,0.06,71.0,Satisfactory,12
Chennai,2019-12-05,62.41,78.57,3.78,11.1,14.87,149.57,0.44,7.47,33.57,0.08,0.06,93.0,Satisfactory,12
Chennai,2019-12-06,53.68,89.09,5.35,13.29,17.05,207.14,0.55,7.21,33.97,0.02,0.09,107.0,Moderate,12
Chennai,2019-12-07,34.82,35.98,3.65,15.86,19.28,126.94,0.91,6.22,20.01,0.05,0.18,76.0,Satisfactory,12
Chennai,2019-12-08,35.41,44.05,6.05,21.19,26.23,119.95,0.93,5.71,20.11,0.02,0.08,69.0,Satisfactory,12
Chennai,2019-12-09,27.57,42.96,5.52,26.96,31.82,94.18,0.71,7.03,19.98,0.05,0.04,61.0,Satisfactory,12
Chennai,2019-12-11,36.55,27.38,10.25,23.21,32.61,97.57,0.73,6.47,24.04,0.05,0.05,72.0,Satisfactory,12
Chennai,2019-12-12,27.78,38.29,6.04,16.54,21.33,104.69,0.54,6.08,24.0,0.04,0.04,62.0,Satisfactory,12
Chennai,2019-12-13,34.16,42.32,7.61,18.49,25.69,94.21,0.56,10.79,22.78,4.62,0.63,52.0,Satisfactory,12
Chennai,2019-12-14,40.78,52.46,12.14,21.13,31.9,91.29,0.72,13.79,22.61,2.48,0.12,68.0,Satisfactory,12
Chennai,2019-12-15,35.6,44.1,11.43,19.49,30.77,104.56,0.64,7.5,26.83,3.77,0.06,70.0,Satisfactory,12
Chennai,2019-12-16,31.23,31.47,7.9,18.27,25.96,73.65,0.7,8.23,26.19,3.45,0.11,59.0,Satisfactory,12
Chennai,2019-12-17,44.04,56.34,5.08,17.87,22.7,87.78,0.53,6.74,35.26,1.33,0.07,62.0,Satisfactory,12
Chennai,2019-12-18,48.07,49.98,7.44,17.69,24.6,87.37,0.52,8.7,29.67,2.16,0.07,92.0,Satisfactory,12
Chennai,2019-12-19,52.28,67.54,4.47,16.88,21.11,85.14,0.53,8.95,33.87,1.39,0.03,83.0,Satisfactory,12
Chennai,2019-12-20,65.45,84.77,4.19,16.87,20.82,86.5,0.66,8.04,36.82,3.78,0.14,106.0,Moderate,12
Chennai,2019-12-21,72.57,79.66,7.46,18.47,25.58,87.16,0.69,13.49,33.86,6.17,0.14,126.0,Moderate,12
Chennai,2019-12-22,57.74,59.56,6.65,16.14,22.47,80.23,0.6,17.17,38.89,6.12,0.04,134.0,Moderate,12
Chennai,2019-12-23,52.75,60.37,7.23,19.05,25.99,88.89,0.69,7.07,32.21,8.99,0.2,92.0,Satisfactory,12
Chennai,2019-12-24,53.51,84.11,5.61,19.46,25.04,76.4,0.6,7.88,28.38,1.17,0.71,99.0,Satisfactory,12
Chennai,2019-12-25,54.37,73.9,5.54,19.74,25.26,85.55,0.75,9.79,33.18,0.25,0.75,99.0,Satisfactory,12
Chennai,2019-12-26,58.43,74.13,10.48,20.28,30.75,84.51,0.72,18.7,27.5,0.25,0.75,110.0,Moderate,12
